poem小韵号	nk2028字头	unt修改后编码	切韵拼音
2005	感	d2B	komq
2006	禫	G2B	domq
2007	晻	h2B	qomq
2008	腩	H2B	nomq
2009	襑	F2B	thomq
2010	歜	P2B	dzomq
2011	慘	O2B	tshomq
2012	顉	g2B	ngomq
2013	昝	N2B	tsomq
2014	糂	Q2B	somq
2015	坎	e2B	khomq
2016	頷	j2B	ghomq
2017	壈	I2B	lomq
2018	黕	E2B	tomq
2019	䫲	i2B	homq
2020	敢	d3B	kamq
2021	㶒	(deleted)	
2022	覽	I3B	lamq
2023	𦵹	F3B	thamq
2024	膽	E3B	tamq
2025	噉	G3B	damq
2026	黲	O3B	tshamq
2027	㛧	D3B	mamq
2028	䭕	N3B	tsamq
2029	槧	P3B	dzamq
2030	喊	i3B	hamq
2031	埯	h3B	qamq
2032	𠪚	e3B	khamq
2033	琰	l4B	jiemq
2034	斂	I4B	liemq
2035	險	i4F	hyemq
2036	貶	A4F	pyemq
2037	颭	X4B	tjiemq
2038	𩑳	e4F	khyemq
2039	顩	g4F	ngyemq
2040	儉	f4F	gyemq
2041	檢	d4F	kyemq
2042	黶	h4B	qiemq
2043	冉	c4B	njiemq
2044	陝	a4B	sjiemq
2045	諂	K4B	trhiemq
2046	奄	h4F	qyemq
2047	漸	P4B	dziemq
2048	憸	O4B	tshiemq
2049	𩟗	N4B	tsiemq
2050	脥	e4F	khyemq
2051	剡	Z4B	djiemq
2052	忝	F5B	themq
2053	淰	H5B	nemq
2054	點	E5B	temq
2055	簟	G5B	demq
2056	嗛	e5B	khemq
2057	稴	I5B	lemq
2058	鼸	j5B	ghemq
2059	憯	O5B	tshemq
2060	孂	d5B	kemq
2061	𡕢	D5B	memq
2062	儼	g8B	ngyomq
2063	欦	e8B	khyomq
2064	埯	h8B	qyomq
2065	豏	j6B	gheemq
2066	湛	L6B	dreemq
2067	㦿	e6B	kheemq
2068	鹼	d6B	keemq
2069	瀺	U6B	dzreemq
2070	臉	I6B	leemq
2071	斬	S6B	tsreemq
2072	䑎	T6B	tsrheemq
2073	鬫	i6B	heemq
2074	摻	V6B	sreemq
2075	黯	h6B	qeemq
2076	喊	i6B	heemq
2077	𦊔	M6B	nreemq
2078	𠐩	K6B	trheemq
2079	檻	j7B	ghaemq
2080	䫡	e7B	khaemq
2081	㨻	V7B	sraemq
2082	黤	h7B	qaemq
2083	醶	T7B	tsrhaemq
2084	㺖	i7B	haemq
2085	巉	U7B	dzraemq
2086	范	C9B	buomq
2087	錽	D9B	muomq
2088	𦜒	A9B	puomq
2089	凵	e8B	khyomq
2090	釩	B9B	phuomq
2091	𠑆	K8B	trhyomq
2092	送	QAC	soungh
2093	鳳	CBC	bungh
2094	貢	dAC	koungh
2095	弄	IAC	loungh
2096	涷	EAC	toungh
2097	控	eAC	khoungh
2098	糉	NAC	tsoungh
2099	瓮	hAC	qoungh
2100	謥	OAC	tshoungh
2101	洞	GAC	doungh
2102	痛	FAC	thoungh
2103	仲	LBC	drungh
2104	諷	ABC	pungh
2105	焪	eBC	khungh
2106	㝱	DBC	mungh
2107	𧽒	iBC	hungh
2108	𢄐	DAC	moungh
2109	趥	OBC	tshungh
2110	賵	BBC	phungh
2111	𣀒	PAC	dzoungh
2112	中	JBC	trungh
2113	哄	jAC	ghoungh
2114	齈	HAC	noungh
2115	眾	XBC	tjungh
2116	銃	YBC	tjhungh
2117	㓽	UBC	dzrungh
2118	烘	iAC	houngh
2119	宋	QCC	songh
2120	綜	NCC	tsongh
2121	統	FCC	thongh
2122	雺	DCC	mongh
2123	䃔	jCC	ghongh
2124	用	lDC	juongh
2125	頌	RDC	zuongh
2126	俸	CDC	buongh
2127	共	fDC	guongh
2128	葑	ADC	puongh
2129	供	dDC	kuongh
2130	雍	hDC	quongh
2131	湩	JDC	truongh
2132	縱	NDC	tsuongh
2133	蹱	KDC	trhuongh
2134	䩸	cDC	njuongh
2135	種	XDC	tjuongh
2136	重	LDC	druongh
2137	贚	IDC	luongh
2138	恐	eDC	khuongh
2139	從	PDC	dzuongh
2140	𢫨	MDC	nruongh
2141	絳	dEC	koeungh
2142	巷	jEC	ghoeungh
2143	戇	JEC	troeungh
2144	䡴	LEC	droeungh
2145	𥈄	KEC	trhoeungh
2146	漴	UEC	dzroeungh
2147	肨	BEC	phoeungh
2148	䎫	TEC	tsrhoeungh
2149	淙	VEC	sroeungh
2150	寘	XFC	tjieh
2151	避	CFC	bieh
2152	惴	XFK	tjwieh
2153	詈	IFC	lieh
2154	豉	ZFC	djieh
2155	積	NFC	tsieh
2156	賜	QFC	sieh
2157	爲	kFK	ueh
2158	䞈	dFO	kueh
2159	帔	BFG	phyeh
2160	賁	AFG	pyeh
2161	髲	CFG	byeh
2162	累	IFK	lwieh
2163	寄	dFG	kyeh
2164	臂	AFC	pieh
2165	芰	fFG	gyeh
2166	刺	OFC	tshieh
2167	易	lFC	jieh
2168	議	gFG	ngyeh
2169	譬	BFC	phieh
2170	漬	PFC	dzieh
2171	智	JFC	trieh
2172	倚	hFG	qyeh
2173	縋	LFK	drwieh
2174	吹	YFK	tjhwieh
2175	戲	iFG	hyeh
2176	企	eFC	khieh
2177	縊	hFC	qieh
2178	翅	aFC	sjieh
2179	屣	VFC	sryeh
2180	觖	eFK	khwieh
2181	餧	hFO	queh
2182	僞	gFO	ngueh
2183	毀	iFO	hueh
2184	恚	hFK	qwieh
2185	睡	ZFK	djwieh
2186	馶	dFC	kieh
2187	䄲	cFK	njwieh
2188	卶	YFC	tjhieh
2189	䅗	QFK	swieh
2190	娷	JFK	trwieh
2191	瓗	lFK	jwieh
2192	諉	MFK	nrwieh
2193	瞡	dFK	kwieh
2194	𧙁	SFC	tsryeh
2195	孈	iFK	hwieh
2196	㞆	eFG	khyeh
2197	至	XGC	tjih
2198	位	kGK	uih
2199	郿	DGG	myih
2200	遂	RGK	zwih
2201	醉	NGK	tswih
2202	邃	QGK	swih
2203	類	IGK	lwih
2204	祕	AGG	pyih
2205	匱	fGO	guih
2206	濞	BGG	phyih
2207	備	CGG	byih
2208	媿	dGO	kuih
2209	帥	VGK	sruih
2210	喟	eGO	khuih
2211	豷	iGO	huih
2212	嗜	ZGC	djih
2213	利	IGC	lih
2214	膩	MGC	nrih
2215	屁	BGC	phih
2216	劓	gGG	ngyih
2217	致	JGC	trih
2218	棄	eGC	khih
2219	緻	LGC	drih
2220	寐	DGC	mih
2221	杘	KGC	trhih
2222	冀	dGG	kyih
2223	臮	fGG	gyih
2224	悸	fGK	gwih
2225	翠	OGK	tshwih
2226	二	cGC	njih
2227	恣	NGC	tsih
2228	次	OGC	tshih
2229	懿	hGG	qyih
2230	四	QGC	sih
2231	器	eGG	khyih
2232	季	dGK	kwih
2233	鼻	CGC	bih
2234	䁤	iGK	hwih
2235	痹	AGC	pih
2236	萃	PGK	dzwih
2237	地	GGC	dih
2238	齂	iGG	hyih
2239	肄	lGC	jih
2240	示	bGC	zjih
2241	自	PGC	dzih
2242	墜	LGK	drwih
2243	出	YGK	tjhwih
2244	遺	lGK	jwih
2245	侐	iGK	hwih
2246	轛	JGK	trwih
2247	痓	YGC	tjhih
2248	屍	aGC	sjih
2249	㿷	TGK	tsrhuih
2250	㽷	aGK	sjwih
2251	志	XHC	tjyh
2252	值	LHC	dryh
2253	寺	RHC	zyh
2254	蛓	OHC	tshyh
2255	笥	QHC	syh
2256	試	aHC	sjyh
2257	胾	SHC	tsryh
2258	吏	IHC	lyh
2259	字	PHC	dzyh
2260	眙	KHC	trhyh
2261	餌	cHC	njyh
2262	駛	VHC	sryh
2263	廁	THC	tsrhyh
2264	異	lHC	jyh
2265	置	JHC	tryh
2266	侍	ZHC	djyh
2267	事	UHC	dzryh
2268	忌	fHC	gyh
2269	熾	YHC	tjhyh
2270	意	hHC	qyh
2271	記	dHC	kyh
2272	憙	iHC	hyh
2273	䰯	gHC	ngyh
2274	亟	eHC	khyh
2275	未	DIC	mujh
2276	貴	dIK	kujh
2277	胃	kIK	ujh
2278	魏	gIK	ngujh
2279	沸	AIC	pujh
2280	費	BIC	phujh
2281	𥽂	eIK	khujh
2282	尉	hIK	qujh
2283	諱	iIK	hujh
2284	𥝋	CIC	bujh
2285	既	dIC	kyjh
2286	毅	gIC	ngyjh
2287	氣	eIC	khyjh
2288	欷	iIC	hyjh
2289	䤒	fIC	gyjh
2290	衣	hIC	qyjh
2291	御	gJC	ngyoh
2292	慮	IJC	lyoh
2293	據	dJC	kyoh
2294	覰	OJC	tshyoh
2295	㰦	eJC	khyoh
2296	署	ZJC	djyoh
2297	恕	aJC	sjyoh
2298	著	JJC	tryoh
2299	䬡	XJC	tjyoh
2300	疏	VJC	sryoh
2301	飫	hJC	qyoh
2302	箸	LJC	dryoh
2303	遽	fJC	gyoh
2304	絮	QJC	syoh
2305	助	UJC	dzryoh
2306	怚	NJC	tsyoh
2307	詛	SJC	tsryoh
2308	洳	cJC	njyoh
2309	豫	lJC	jyoh
2310	噓	iJC	hyoh
2311	女	MJC	nryoh
2312	楚	TJC	tsrhyoh
2313	處	YJC	tjhyoh
2314	絮	KJC	trhyoh
2315	𡱣	RJC	zyoh
2316	遇	gKC	nguoh
2317	嫗	hKC	quoh
2318	樹	ZKC	djuoh
2319	住	LKC	druoh
2320	附	CKC	buoh
2321	注	XKC	tjuoh
2322	屨	dKC	kuoh
2323	昫	iKC	huoh
2324	戍	aKC	sjuoh
2325	裕	lKC	juoh
2326	孺	cKC	njuoh
2327	赴	BKC	phuoh
2328	務	DKC	muoh
2329	緅	NKC	tsuoh
2330	懼	fKC	guoh
2331	芋	kKC	uoh
2332	埾	PKC	dzuoh
2333	捒	VKC	sruoh
2334	付	AKC	puoh
2335	娶	OKC	tshuoh
2336	註	JKC	truoh
2337	驅	eKC	khuoh
2338	菆	TKC	tsrhuoh
2339	𨳳	KKC	trhuoh
2340	尠	QKC	suoh
2341	屢	IKC	luoh
2342	暮	DLC	moh
2343	渡	GLC	doh
2344	路	ILC	loh
2345	妒	ELC	toh
2346	菟	FLC	thoh
2347	顧	dLC	koh
2348	誤	gLC	ngoh
2349	護	jLC	ghoh
2350	訴	QLC	soh
2351	祚	PLC	dzoh
2352	笯	HLC	noh
2353	布	ALC	poh
2354	汙	hLC	qoh
2355	怖	BLC	phoh
2356	厝	OLC	tshoh
2357	絝	eLC	khoh
2358	捕	CLC	boh
2359	謼	iLC	hoh
2360	作	NLC	tsoh
2361	霽	NMC	tsejh
2362	帝	EMC	tejh
2363	嚌	PMC	dzejh
2364	替	FMC	thejh
2365	第	GMC	dejh
2366	砌	OMC	tshejh
2367	細	QMC	sejh
2368	詣	gMC	ngejh
2369	計	dMC	kejh
2370	蒵	jMC	ghejh
2371	契	eMC	khejh
2372	翳	hMC	qejh
2373	謎	DMC	mejh
2374	閉	AMC	pejh
2375	慧	jMK	ghwejh
2376	桂	dMK	kwejh
2377	嘒	iMK	hwejh
2378	媲	BMC	phejh
2379	薜	CMC	bejh
2380	麗	IMC	lejh
2381	𥱻	KJA	trhyo
2382	泥	HMC	nejh
2383	㰥	iMC	hejh
2384	祭	NNC	tsiejh
2385	歲	QNK	swiejh
2386	衛	kNK	uejh
2387	芮	cNK	njwiejh
2388	贅	XNK	tjwiejh
2389	𠻜	VNK	sruejh
2390	毳	ONK	tshwiejh
2391	銳	lNK	jwiejh
2392	綴	JNK	trwiejh
2393	稅	aNK	sjwiejh
2394	弊	CNC	biejh
2395	㯔	TNK	tsrhuejh
2396	篲	RNK	zwiejh
2397	蔽	ANC	piejh
2398	劌	dNO	kuejh
2399	袂	DNC	miejh
2400	㡜	VNC	sryejh
2401	掣	YNC	tjhiejh
2402	制	XNC	tjiejh
2403	逝	ZNC	djiejh
2404	曳	lNC	jiejh
2405	䋵	hNG	qyejh
2406	藝	gNC	ngiejh
2407	滯	LNC	driejh
2408	例	INC	liejh
2409	憩	eNG	khyejh
2410	世	aNC	sjiejh
2411	猘	dNG	kyejh
2412	㿃	JNC	triejh
2413	偈	fNG	gyejh
2414	啜	ZNK	djwiejh
2415	跇	KNC	trhiejh
2416	𨧨	LNK	drwiejh
2417	㓷	gNG	ngyejh
2418	蕝	NNK	tswiejh
2419	潎	BNC	phiejh
2420	𥏙	eUK	khuojh
2421	䂕	iUK	huojh
2422	泰	FOC	thajh
2423	蓋	dOC	kajh
2424	艾	gOC	ngajh
2425	藹	hOC	qajh
2426	柰	HOC	najh
2427	大	GOC	dajh
2428	害	jOC	ghajh
2429	帶	EOC	tajh
2430	貝	AOC	pajh
2431	霈	BOC	phajh
2432	會	jOK	ghwajh
2433	兌	GOK	dwajh
2434	儈	dOK	kwajh
2435	最	NOK	tswajh
2436	𧬨	iOK	hwajh
2437	𥢶	eOK	khwajh
2438	酹	IOK	lwajh
2439	外	gOK	ngwajh
2440	祋	EOK	twajh
2441	懀	hOK	qwajh
2442	蕞	POK	dzwajh
2443	𥕸	QOK	swajh
2444	襊	OOK	tshwajh
2445	旆	COC	bajh
2446	磕	eOC	khajh
2447	蔡	OOC	tshajh
2448	賴	IOC	lajh
2449	餀	iOC	hajh
2450	娧	FOK	thwajh
2451	眜	DOC	majh
2452	𦦣	OOK	tshwajh
2453	卦	dPK	kweeh
2454	懈	dPC	keeh
2455	隘	hPC	qeeh
2456	邂	jPC	gheeh
2457	賣	DPC	meeh
2458	畫	jPK	ghweeh
2459	差	TPC	tsrheeh
2460	睚	gPC	ngeeh
2461	謑	iPC	heeh
2462	𢈕	APC	peeh
2463	粺	CPC	beeh
2464	㾹	UPC	dzreeh
2465	派	BPC	pheeh
2466	債	SPC	tsreeh
2467	𡢖	ePC	kheeh
2468	曬	VPC	sreeh
2469	諣	iPK	hweeh
2470	㠔	APC	peeh
2471	膪	JPC	treeh
2472	怪	dQK	kweejh
2473	噫	hQC	qeejh
2474	瘵	SQC	tsreejh
2475	誡	dQC	keejh
2476	褹	MQC	nreejh
2477	譮	iQC	heejh
2478	械	jQC	gheejh
2479	𦗐	gQC	ngeejh
2480	蒯	eQK	khweejh
2481	𢷎	AQC	peejh
2482	湃	BQC	pheejh
2483	壞	jQK	ghweejh
2484	聵	gQK	ngweejh
2485	𢞎	CQC	beejh
2486	䀛	DQC	meejh
2487	𧱳	iQK	hweejh
2488	鎩	VQC	sreejh
2489	烗	eQC	kheejh
2490	顡	JQK	trweejh
2491	夬	dRK	kwaejh
2492	快	eRK	khwaejh
2493	邁	DRC	maejh
2494	話	jRK	ghwaejh
2495	敗	CRC	baejh
2496	䵳	hRK	qwaejh
2497	嘬	TRK	tsrhwaejh
2498	犗	dRC	kaejh
2499	蠆	KRC	trhaejh
2500	喝	hRC	qaejh
2501	𠱡	VRC	sraejh
2502	𦤧	LRC	draejh
2503	䜕	iRC	haejh
2504	咶	iRK	hwaejh
2505	敗	ARC	paejh
2506	啐	TRK	tsrhwaejh
2507	寨	URC	dzraejh
2508	㕢	jRC	ghaejh
2509	隊	GSK	dojh
2510	佩	CSC	bojh
2511	妹	DSC	mojh
2512	配	BSC	phojh
2513	誨	iSK	hojh
2514	對	ESK	tojh
2515	倅	OSK	tshojh
2516	晬	NSK	tsojh
2517	𩲄	hSK	qojh
2518	退	FSK	thojh
2519	憒	dSK	kojh
2520	潰	jSK	ghojh
2521	塊	eSK	khojh
2522	碎	QSK	sojh
2523	內	HSK	nojh
2524	纇	ISK	lojh
2525	背	ASC	pojh
2526	磑	gSK	ngojh
2527	蚚	jSK	ghojh
2528	代	GTC	deojh
2529	載	NTC	tseojh
2530	䆀	DSC	mojh
2531	賽	QTC	seojh
2532	貸	FTC	theojh
2533	溉	dTC	keojh
2534	慨	eTC	kheojh
2535	礙	gTC	ngeojh
2536	愛	hTC	qeojh
2537	瀣	jTC	gheojh
2538	耐	HTC	neojh
2539	戴	ETC	teojh
2540	賚	ITC	leojh
2541	菜	OTC	tsheojh
2542	載	PTC	dzeojh
2543	儗	iTC	heojh
2544	廢	AUC	puojh
2545	肺	BUC	phuojh
2546	穢	hUK	quojh
2547	吠	CUC	buojh
2548	喙	iUK	huojh
2549	𤜂	fUK	guojh
2550	刈	gUC	ngyojh
2551	震	XVC	tjinh
2552	信	QVC	sinh
2553	刃	cVC	njinh
2554	胤	lVC	jinh
2555	遴	IVC	linh
2556	儐	AVC	pinh
2557	敶	LVC	drinh
2558	慎	ZVC	djinh
2559	眒	aVC	sjinh
2560	菣	eVC	khinh
2561	賮	PVC	dzinh
2562	憖	gVG	ngyinh
2563	晉	NVC	tsinh
2564	衅	iVG	hyinh
2565	鎮	JVC	trinh
2566	僅	fVG	gyinh
2567	櫬	TVC	tsrhyinh
2568	印	hVC	qinh
2569	疢	KVC	trhinh
2570	𣎳	BVC	phinh
2571	親	OVC	tshinh
2572	螼	eVC	khinh
2573	呁	dVK	kwinh
2574	稕	XVK	tjwinh
2575	𡺲	QVK	swinh
2576	殉	RVK	zwinh
2577	儁	NVK	tswinh
2578	舜	aVK	sjwinh
2579	閏	cVK	njwinh
2580	順	bVK	zjwinh
2581	問	DXC	munh
2582	運	kXK	unh
2583	訓	iXK	hunh
2584	湓	BXC	phunh
2585	糞	AXC	punh
2586	醞	hXK	qunh
2587	攈	dXK	kunh
2588	郡	fXK	gunh
2589	分	CXC	bunh
2590	焮	iYC	hynh
2591	靳	dYC	kynh
2592	近	fYC	gynh
2593	㒚	hYC	qynh
2594	垽	gYC	ngynh
2595	願	gZK	nguonh
2596	怨	hZK	quonh
2597	販	AZC	puonh
2598	券	eZK	khuonh
2599	万	DZC	muonh
2600	飯	CZC	buonh
2601	嬎	BZC	phuonh
2602	建	dZC	kyonh
2603	堰	hZC	qyonh
2604	獻	iZC	hyonh
2605	楥	iZK	huonh
2606	健	fZC	gyonh
2607	𣀔	TZK	tsrhuonh
2608	遠	kZK	uonh
2609	𤬝	gZC	ngyonh
2610	圈	fZK	guonh
2611	卛	dZK	kuonh
2612	慁	jaK	ghonh
2613	頓	EaK	tonh
2614	巽	QaK	sonh
2615	困	eaK	khonh
2616	嫩	HaK	nonh
2617	搵	haK	qonh
2618	悶	DaC	monh
2619	鐏	PaK	dzonh
2620	睔	daK	konh
2621	噴	BaC	phonh
2622	鈍	GaK	donh
2623	寸	OaK	tshonh
2624	坌	CaC	bonh
2625	顐	gaK	ngonh
2626	論	IaK	lonh
2627	奔	AaC	ponh
2628	惛	iaK	honh
2629	焌	NaK	tsonh
2630	恨	jbC	gheonh
2631	艮	dbC	keonh
2632	䭓	gbC	ngeonh
2633	䭡	hbC	qeonh
2634	翰	jcC	ghanh
2635	炭	FcC	thanh
2636	按	hcC	qanh
2637	旦	EcC	tanh
2638	憚	GcC	danh
2639	旰	dcC	kanh
2640	岸	gcC	nganh
2641	侃	ecC	khanh
2642	漢	icC	hanh
2643	爛	IcC	lanh
2644	攤	HcC	nanh
2645	粲	OcC	tshanh
2646	繖	QcC	sanh
2647	贊	NcC	tsanh
2648	㜺	PcC	dzanh
2649	換	jcK	ghwanh
2650	䂎	NcK	tswanh
2651	惋	hcK	qwanh
2652	貫	dcK	kwanh
2653	竄	OcK	tshwanh
2654	玩	gcK	ngwanh
2655	段	GcK	dwanh
2656	亂	IcK	lwanh
2657	鍛	EcK	twanh
2658	彖	FcK	thwanh
2659	喚	icK	hwanh
2660	筭	QcK	swanh
2661	縵	DcC	manh
2662	半	AcC	panh
2663	判	BcC	phanh
2664	叛	CcC	banh
2665	偄	HcK	nwanh
2666	攢	PcK	dzwanh
2667	䥗	ecK	khwanh
2668	諫	ddC	kaenh
2669	鴈	gdC	ngaenh
2670	晏	hdC	qaenh
2671	訕	VdC	sraenh
2672	骭	jdC	ghaenh
2673	慢	DdC	maenh
2674	綰	hdK	qwaenh
2675	患	jdK	ghwaenh
2676	慣	ddK	kwaenh
2677	㝈	VdK	srwaenh
2678	篡	TdK	tsrhwaenh
2679	薍	gdK	ngwaenh
2680	輚	UdC	dzraenh
2681	襻	BdC	phaenh
2682	奻	MdK	nrwaenh
2683	鏟	TdC	tsrhaenh
2684	㬄	KdC	trhaenh
2685	襇	deC	keenh
2686	莧	jeC	gheenh
2687	瓣	CeC	beenh
2688	盼	BeC	pheenh
2689	幻	jeK	ghweenh
2690	蔄	DeC	meenh
2691	袒	LeC	dreenh
2692	扮	AeC	peenh
2693	鰥	deK	kweenh
2694	霰	QgC	senh
2695	蒨	OgC	tshenh
2696	絢	igK	hwenh
2697	縣	jgK	ghwenh
2698	睊	dgK	kwenh
2699	電	GgC	denh
2700	瑱	FgC	thenh
2701	練	IgC	lenh
2702	見	dgC	kenh
2703	晛	HgC	nenh
2704	俔	egC	khenh
2705	見	jgC	ghenh
2706	硯	ggC	ngenh
2707	宴	hgC	qenh
2708	薦	NgC	tsenh
2709	麪	DgC	menh
2710	片	BgC	phenh
2711	荐	PgC	dzenh
2712	䬼	hgK	qwenh
2713	殿	EgC	tenh
2714	𩎌	igC	henh
2715	線	QfC	sienh
2716	戰	XfC	tjienh
2717	繕	ZfC	djienh
2718	彥	gfG	ngyenh
2719	譴	efC	khienh
2720	絹	dfK	kwienh
2721	瑗	kfK	uenh
2722	面	DfC	mienh
2723	釧	YfK	tjhwienh
2724	掾	lfK	jwienh
2725	𩥇	JfC	trienh
2726	𤲬	cfK	njwienh
2727	箭	NfC	tsienh
2728	硟	YfC	tjhienh
2729	扇	afC	sjienh
2730	躽	hfC	qienh
2731	眷	dfO	kuenh
2732	倦	ffO	guenh
2733	戀	IfK	lwienh
2734	猭	KfK	trhwienh
2735	變	AfG	pyenh
2736	𨏉	VfK	sruenh
2737	縓	OfK	tshwienh
2738	卞	CfG	byenh
2739	㳬	RfK	zwienh
2740	選	QfK	swienh
2741	䉵	UfK	dzruenh
2742	孨	SfK	tsruenh
2743	傳	LfK	drwienh
2744	賤	PfC	dzienh
2745	羨	RfC	zienh
2746	騗	BfC	phienh
2747	𢮨	ZfK	djwienh
2748	輾	MfC	nrienh
2749	囀	JfK	trwienh
2750	衍	lfC	jienh
2751	便	CfC	bienh
2752	邅	LfC	drienh
2753	𤹨	IfC	lienh
2754	䄐	efO	khuenh
2755	剸	XfK	tjwienh
2756	徧	AgC	penh
2757	嘯	QhC	sewh
2758	糶	FhC	thewh
2759	弔	EhC	tewh
2760	叫	dhC	kewh
2761	尿	HhC	newh
2762	藋	GhC	dewh
2763	竅	ehC	khewh
2764	𩕐	IhC	lewh
2765	顤	ghC	ngewh
2766	窔	hhC	qewh
2767	㱇	ihC	hewh
2768	笑	QiC	siewh
2769	照	XiC	tjiewh
2770	燿	liC	jiewh
2771	要	hiC	qiewh
2772	召	LiC	driewh
2773	邵	ZiC	djiewh
2774	嶠	fiG	gyewh
2775	剽	BiC	phiewh
2776	噍	PiC	dziewh
2777	妙	DiC	miewh
2778	陗	OiC	tshiewh
2779	尞	IiC	liewh
2780	趬	eiG	khyewh
2781	𧇠	giG	ngyewh
2782	醮	NiC	tsiewh
2783	廟	DiG	myewh
2784	驃	CiC	biewh
2785	少	aiC	sjiewh
2786	脁	KiC	trhiewh
2787	裱	AiG	pyewh
2788	翹	fiC	giewh
2789	饒	ciC	njiewh
2790	效	jjC	ghaewh
2791	教	djC	kaewh
2792	孝	ijC	haewh
2793	罩	JjC	traewh
2794	豹	AjC	paewh
2795	敲	ejC	khaewh
2796	皃	DjC	maewh
2797	奅	BjC	phaewh
2798	趠	KjC	trhaewh
2799	稍	VjC	sraewh
2800	棹	LjC	draewh
2801	橈	MjC	nraewh
2802	抓	SjC	tsraewh
2803	靤	CjC	baewh
2804	抄	TjC	tsrhaewh
2805	靿	hjC	qaewh
2806	樂	gjC	ngaewh
2807	巢	UjC	dzraewh
2808	号	jkC	ghawh
2809	導	GkC	dawh
2810	到	EkC	tawh
2811	誥	dkC	kawh
2812	傲	gkC	ngawh
2813	冃	DkC	mawh
2814	嫪	IkC	lawh
2815	操	OkC	tshawh
2816	暴	CkC	bawh
2817	報	AkC	pawh
2818	漕	PkC	dzawh
2819	奧	hkC	qawh
2820	喿	QkC	sawh
2821	𩝝	ekC	khawh
2822	竈	NkC	tsawh
2823	秏	ikC	hawh
2824	腝	HkC	nawh
2825	箇	dlC	kah
2826	賀	jlC	ghah
2827	佐	NlC	tsah
2828	跢	ElC	tah
2829	邏	IlC	lah
2830	坷	elC	khah
2831	餓	glC	ngah
2832	馱	GlC	dah
2833	奈	HlC	nah
2834	些	QlC	sah
2835	呵	ilC	hah
2836	拖	FlC	thah
2837	過	dlK	kwah
2838	和	jlK	ghwah
2839	挫	NlK	tswah
2840	課	elK	khwah
2841	唾	FlK	thwah
2842	播	AlC	pah
2843	剉	OlK	tshwah
2844	磨	DlC	mah
2845	愞	HlK	nwah
2846	破	BlC	phah
2847	座	PlK	dzwah
2848	臥	glK	ngwah
2849	諎	OlC	tshah
2850	貨	ilK	hwah
2851	惰	GlK	dwah
2852	縛	CmC	buah
2853	䇔	IlK	lwah
2854	𣑫	ElK	twah
2855	磋	OlC	tshah
2856	䐝	QlK	swah
2857	侉	hlC	qah
2858	涴	hlK	qwah
2859	禡	DnC	maeh
2860	駕	dnC	kaeh
2861	亞	hnC	qaeh
2862	嚇	inC	haeh
2863	迓	gnC	ngaeh
2864	詫	KnC	trhaeh
2865	吒	JnC	traeh
2866	詐	SnC	tsraeh
2867	乍	UnC	dzraeh
2868	謝	RoC	ziaeh
2869	髂	enC	khaeh
2870	暇	jnC	ghaeh
2871	褯	PoC	dziaeh
2872	夜	loC	jiaeh
2873	䞣	YoC	tjhiaeh
2874	蝑	QoC	siaeh
2875	柘	XoC	tjiaeh
2876	唶	NoC	tsiaeh
2877	舍	aoC	sjiaeh
2878	射	boC	zjiaeh
2879	霸	AnC	paeh
2880	帊	BnC	phaeh
2881	摦	jnK	ghwaeh
2882	化	inK	hwaeh
2883	跨	enK	khwaeh
2884	誜	VnK	srwaeh
2885	𤝡	CnC	baeh
2886	䏧	MnC	nraeh
2887	笡	OoC	tshiaeh
2888	嗄	VnC	sraeh
2889	坬	dnK	kwaeh
2890	䖳	LnC	draeh
2891	瓦	gnK	ngwaeh
2892	攨	hnK	qwaeh
2893	漾	lpC	jyangh
2894	亮	IpC	lyangh
2895	狀	UpC	dzryangh
2896	讓	cpC	njyangh
2897	餉	apC	sjyangh
2898	帳	JpC	tryangh
2899	悵	KpC	trhyangh
2900	向	ipC	hyangh
2901	仗	LpC	dryangh
2902	釀	MpC	nryangh
2903	匠	PpC	dzyangh
2904	障	XpC	tjyangh
2905	尚	ZpC	djyangh
2906	壯	SpC	tsryangh
2907	怏	hpC	qyangh
2908	弶	fpC	gyangh
2909	唱	YpC	tjhyangh
2910	刱	TpC	tsrhyangh
2911	醬	NpC	tsyangh
2912	𨋕	gpC	ngyangh
2913	訪	BpC	phuangh
2914	妄	DpC	muangh
2915	況	ipK	huangh
2916	誑	dpK	kuangh
2917	迋	kpK	uangh
2918	放	ApC	puangh
2919	相	QpC	syangh
2920	殭	dpC	kyangh
2921	唴	epC	khyangh
2922	蹡	OpC	tshyangh
2923	狂	fpK	guangh
2924	防	CpC	buangh
2925	宕	GqC	dangh
2926	浪	IqC	langh
2927	吭	jqC	ghangh
2928	盎	hqC	qangh
2929	枊	gqC	ngangh
2930	葬	NqC	tsangh
2931	傍	CqC	bangh
2932	藏	PqC	dzangh
2933	譡	EqC	tangh
2934	抗	eqC	khangh
2935	螃	AqC	pangh
2936	儻	FqC	thangh
2937	曠	eqK	khwangh
2938	儾	HqC	nangh
2939	喪	QqC	sangh
2940	攩	jqK	ghwangh
2941	桄	dqK	kwangh
2942	鋼	dqC	kangh
2943	荒	iqK	hwangh
2944	漭	DqC	mangh
2945	汪	hqK	qwangh
2946	映	hsC	qyaengh
2947	敬	dsC	kyaengh
2948	競	fsC	gyaengh
2949	慶	esC	khyaengh
2950	更	drC	kaengh
2951	命	DsC	myaengh
